Cell,Original Cluster,Cluster Nr
Cell2445_2,Path3,8
Cell2446_2,Path1,6
Cell2447_2,Path3,8
Cell2448_2,Path2,7
Cell2449_2,Path4,9
Cell2450_2,Path1,6
Cell2451_2,Path2,7
Cell2452_2,Path2,7
Cell2453_2,Path3,8
Cell2454_2,Path5,10
Cell2455_2,Path1,6
Cell2456_2,Path1,6
Cell2457_2,Path3,8
Cell2458_2,Path1,6
Cell2459_2,Path1,6
Cell2460_2,Path1,6
Cell2461_2,Path3,8
Cell2462_2,Path4,9
Cell2463_2,Path2,7
Cell2464_2,Path3,8
Cell2465_2,Path3,8
Cell2466_2,Path4,9
Cell2467_2,Path5,10
Cell2468_2,Path2,7
Cell2469_2,Path4,9
Cell2470_2,Path3,8
Cell2471_2,Path5,10
Cell2472_2,Path5,10
Cell2473_2,Path3,8
Cell2474_2,Path4,9
Cell2475_2,Path5,10
Cell2476_2,Path2,7
Cell2477_2,Path1,6
Cell2478_2,Path5,10
Cell2479_2,Path2,7
Cell2480_2,Path3,8
Cell2481_2,Path4,9
Cell2482_2,Path4,9
Cell2483_2,Path5,10
Cell2484_2,Path4,9
Cell2485_2,Path1,6
Cell2486_2,Path3,8
Cell2487_2,Path1,6
Cell2488_2,Path5,10
Cell2489_2,Path4,9
Cell2490_2,Path3,8
Cell2491_2,Path4,9
Cell2492_2,Path4,9
Cell2493_2,Path3,8
Cell2494_2,Path3,8
Cell2495_2,Path2,7
Cell2496_2,Path3,8
Cell2497_2,Path3,8
Cell2498_2,Path4,9
Cell2499_2,Path4,9
Cell2500_2,Path2,7
Cell2501_2,Path5,10
Cell2502_2,Path4,9
Cell2503_2,Path4,9
Cell2504_2,Path5,10
Cell2505_2,Path5,10
Cell2506_2,Path1,6
Cell2507_2,Path4,9
Cell2508_2,Path2,7
Cell2509_2,Path4,9
Cell2510_2,Path1,6
Cell2511_2,Path2,7
Cell2512_2,Path4,9
Cell2513_2,Path4,9
Cell2514_2,Path4,9
Cell2515_2,Path4,9
Cell2516_2,Path5,10
Cell2517_2,Path4,9
Cell2518_2,Path1,6
Cell2519_2,Path2,7
Cell2520_2,Path4,9
Cell2521_2,Path2,7
Cell2522_2,Path2,7
Cell2523_2,Path3,8
Cell2524_2,Path5,10
Cell2525_2,Path5,10
Cell2526_2,Path5,10
Cell2527_2,Path2,7
Cell2528_2,Path1,6
Cell2529_2,Path4,9
Cell2530_2,Path1,6
Cell2531_2,Path2,7
Cell2532_2,Path1,6
Cell2533_2,Path3,8
Cell2534_2,Path5,10
Cell2535_2,Path1,6
Cell2536_2,Path2,7
Cell2537_2,Path4,9
Cell2538_2,Path4,9
Cell2539_2,Path5,10
Cell2540_2,Path5,10
Cell2541_2,Path3,8
Cell2542_2,Path3,8
Cell2543_2,Path1,6
Cell2544_2,Path4,9
Cell2545_2,Path3,8
Cell2546_2,Path2,7
Cell2547_2,Path1,6
Cell2548_2,Path5,10
Cell2549_2,Path5,10
Cell2550_2,Path1,6
Cell2551_2,Path1,6
Cell2552_2,Path5,10
Cell2553_2,Path3,8
Cell2554_2,Path5,10
Cell2555_2,Path2,7
Cell2556_2,Path5,10
Cell2557_2,Path3,8
Cell2558_2,Path2,7
Cell2559_2,Path1,6
Cell2560_2,Path1,6
Cell2561_2,Path2,7
Cell2562_2,Path1,6
Cell2563_2,Path4,9
Cell2564_2,Path5,10
Cell2565_2,Path2,7
Cell2566_2,Path4,9
Cell2567_2,Path4,9
Cell2568_2,Path5,10
Cell2569_2,Path1,6
Cell2570_2,Path4,9
Cell2571_2,Path5,10
Cell2572_2,Path5,10
Cell2573_2,Path2,7
Cell2574_2,Path3,8
Cell2575_2,Path2,7
Cell2576_2,Path3,8
Cell2577_2,Path5,10
Cell2578_2,Path3,8
Cell2579_2,Path2,7
Cell2580_2,Path5,10
Cell2581_2,Path2,7
Cell2582_2,Path3,8
Cell2583_2,Path5,10
Cell2584_2,Path4,9
Cell2585_2,Path3,8
Cell2586_2,Path5,10
Cell2587_2,Path5,10
Cell2588_2,Path3,8
Cell2589_2,Path5,10
Cell2590_2,Path4,9
Cell2591_2,Path3,8
Cell2592_2,Path5,10
Cell2593_2,Path3,8
Cell2594_2,Path5,10
Cell2595_2,Path4,9
Cell2596_2,Path5,10
Cell2597_2,Path5,10
Cell2598_2,Path3,8
Cell2599_2,Path1,6
Cell2600_2,Path1,6
Cell2601_2,Path5,10
Cell2602_2,Path4,9
Cell2603_2,Path4,9
Cell2604_2,Path4,9
Cell2605_2,Path2,7
Cell2606_2,Path3,8
Cell2607_2,Path3,8
Cell2608_2,Path4,9
Cell2609_2,Path5,10
Cell2610_2,Path2,7
Cell2611_2,Path4,9
Cell2612_2,Path3,8
Cell2613_2,Path1,6
Cell2614_2,Path2,7
Cell2615_2,Path5,10
Cell2616_2,Path5,10
Cell2617_2,Path2,7
Cell2618_2,Path5,10
Cell2619_2,Path3,8
Cell2620_2,Path1,6
Cell2621_2,Path2,7
Cell2622_2,Path3,8
Cell2623_2,Path2,7
Cell2624_2,Path5,10
Cell2625_2,Path1,6
Cell2626_2,Path5,10
Cell2627_2,Path4,9
Cell2628_2,Path4,9
Cell2629_2,Path5,10
Cell2630_2,Path2,7
Cell2631_2,Path5,10
Cell2632_2,Path2,7
Cell2633_2,Path2,7
Cell2634_2,Path3,8
Cell2635_2,Path2,7
Cell2636_2,Path3,8
Cell2637_2,Path3,8
Cell2638_2,Path1,6
Cell2639_2,Path1,6
Cell2640_2,Path4,9
Cell2641_2,Path5,10
Cell2642_2,Path5,10
Cell2643_2,Path4,9
Cell2644_2,Path4,9
Cell2645_2,Path3,8
Cell2646_2,Path1,6
Cell2647_2,Path2,7
Cell2648_2,Path1,6
Cell2649_2,Path2,7
Cell2650_2,Path5,10
Cell2651_2,Path1,6
Cell2652_2,Path4,9
Cell2653_2,Path3,8
Cell2654_2,Path3,8
Cell2655_2,Path3,8
Cell2656_2,Path4,9
Cell2657_2,Path2,7
Cell2658_2,Path3,8
Cell2659_2,Path4,9
Cell2660_2,Path4,9
Cell2661_2,Path4,9
Cell2662_2,Path3,8
Cell2663_2,Path4,9
Cell2664_2,Path3,8
Cell2665_2,Path3,8
Cell2666_2,Path3,8
Cell2667_2,Path4,9
Cell2668_2,Path3,8
Cell2669_2,Path1,6
Cell2670_2,Path2,7
Cell2671_2,Path2,7
Cell2672_2,Path2,7
Cell2673_2,Path2,7
Cell2674_2,Path4,9
Cell2675_2,Path3,8
Cell2676_2,Path4,9
Cell2677_2,Path1,6
Cell2678_2,Path4,9
Cell2679_2,Path3,8
Cell2680_2,Path3,8
Cell2681_2,Path2,7
Cell2682_2,Path5,10
Cell2683_2,Path3,8
Cell2684_2,Path4,9
Cell2685_2,Path5,10
Cell2686_2,Path5,10
Cell2687_2,Path1,6
Cell2688_2,Path5,10
Cell2689_2,Path1,6
Cell2690_2,Path1,6
Cell2691_2,Path2,7
Cell2692_2,Path2,7
Cell2693_2,Path5,10
Cell2694_2,Path3,8
Cell2695_2,Path5,10
Cell2696_2,Path4,9
Cell2697_2,Path1,6
Cell2698_2,Path3,8
Cell2699_2,Path3,8
Cell2700_2,Path5,10
Cell2701_2,Path1,6
Cell2702_2,Path1,6
Cell2703_2,Path4,9
Cell2704_2,Path3,8
Cell2705_2,Path4,9
Cell2706_2,Path4,9
Cell2707_2,Path1,6
Cell2708_2,Path3,8
Cell2709_2,Path4,9
Cell2710_2,Path1,6
Cell2711_2,Path3,8
Cell2712_2,Path5,10
Cell2713_2,Path3,8
Cell2714_2,Path1,6
Cell2715_2,Path1,6
Cell2716_2,Path4,9
Cell2717_2,Path2,7
Cell2718_2,Path4,9
Cell2719_2,Path5,10
Cell2720_2,Path5,10
Cell2721_2,Path5,10
Cell2722_2,Path3,8
Cell2723_2,Path1,6
Cell2724_2,Path2,7
Cell2725_2,Path2,7
Cell2726_2,Path5,10
Cell2727_2,Path1,6
Cell2728_2,Path3,8
Cell2729_2,Path4,9
Cell2730_2,Path2,7
Cell2731_2,Path5,10
Cell2732_2,Path2,7
Cell2733_2,Path5,10
Cell2734_2,Path5,10
Cell2735_2,Path2,7
Cell2736_2,Path5,10
Cell2737_2,Path2,7
Cell2738_2,Path2,7
Cell2739_2,Path4,9
Cell2740_2,Path4,9
Cell2741_2,Path4,9
Cell2742_2,Path1,6
Cell2743_2,Path2,7
Cell2744_2,Path5,10
Cell2745_2,Path3,8
Cell2746_2,Path5,10
Cell2747_2,Path3,8
Cell2748_2,Path3,8
Cell2749_2,Path4,9
Cell2750_2,Path5,10
Cell2751_2,Path1,6
Cell2752_2,Path4,9
Cell2753_2,Path5,10
Cell2754_2,Path5,10
Cell2755_2,Path3,8
Cell2756_2,Path5,10
Cell2757_2,Path3,8
Cell2758_2,Path2,7
Cell2759_2,Path3,8
Cell2760_2,Path5,10
Cell2761_2,Path4,9
Cell2762_2,Path5,10
Cell2763_2,Path2,7
Cell2764_2,Path3,8
Cell2765_2,Path2,7
Cell2766_2,Path1,6
Cell2767_2,Path2,7
Cell2768_2,Path2,7
Cell2769_2,Path1,6
Cell2770_2,Path2,7
Cell2771_2,Path4,9
Cell2772_2,Path2,7
Cell2773_2,Path4,9
Cell2774_2,Path4,9
Cell2775_2,Path3,8
Cell2776_2,Path5,10
Cell2777_2,Path3,8
Cell2778_2,Path2,7
Cell2779_2,Path5,10
Cell2780_2,Path3,8
Cell2781_2,Path5,10
Cell2782_2,Path3,8
Cell2783_2,Path4,9
Cell2784_2,Path2,7
Cell2785_2,Path1,6
Cell2786_2,Path2,7
Cell2787_2,Path2,7
Cell2788_2,Path5,10
Cell2789_2,Path1,6
Cell2790_2,Path4,9
Cell2791_2,Path4,9
Cell2792_2,Path1,6
Cell2793_2,Path3,8
Cell2794_2,Path3,8
Cell2795_2,Path2,7
Cell2796_2,Path1,6
Cell2797_2,Path1,6
Cell2798_2,Path5,10
Cell2799_2,Path4,9
Cell2800_2,Path5,10
Cell2801_2,Path4,9
Cell2802_2,Path5,10
Cell2803_2,Path2,7
Cell2804_2,Path1,6
Cell2805_2,Path3,8
Cell2806_2,Path4,9
Cell2807_2,Path4,9
Cell2808_2,Path4,9
Cell2809_2,Path1,6
Cell2810_2,Path3,8
Cell2811_2,Path4,9
Cell2812_2,Path5,10
Cell2813_2,Path2,7
Cell2814_2,Path3,8
Cell2815_2,Path2,7
Cell2816_2,Path1,6
Cell2817_2,Path5,10
Cell2818_2,Path1,6
Cell2819_2,Path5,10
Cell2820_2,Path1,6
Cell2821_2,Path2,7
Cell2822_2,Path4,9
Cell2823_2,Path4,9
Cell2824_2,Path4,9
Cell2825_2,Path5,10
Cell2826_2,Path3,8
Cell2827_2,Path4,9
Cell2828_2,Path5,10
Cell2829_2,Path1,6
Cell2830_2,Path4,9
Cell2831_2,Path2,7
Cell2832_2,Path1,6
Cell2833_2,Path4,9
Cell2834_2,Path3,8
Cell2835_2,Path1,6
Cell2836_2,Path2,7
Cell2837_2,Path3,8
Cell2838_2,Path1,6
Cell2839_2,Path2,7
Cell2840_2,Path1,6
Cell2841_2,Path2,7
Cell2842_2,Path4,9
Cell2843_2,Path3,8
Cell2844_2,Path3,8
Cell2845_2,Path5,10
Cell2846_2,Path1,6
Cell2847_2,Path1,6
Cell2848_2,Path4,9
Cell2849_2,Path3,8
Cell2850_2,Path5,10
Cell2851_2,Path3,8
Cell2852_2,Path3,8
Cell2853_2,Path3,8
Cell2854_2,Path4,9
Cell2855_2,Path5,10
Cell2856_2,Path1,6
Cell2857_2,Path2,7
Cell2858_2,Path4,9
Cell2859_2,Path2,7
Cell2860_2,Path2,7
Cell2861_2,Path4,9
Cell2862_2,Path4,9
Cell2863_2,Path4,9
Cell2864_2,Path1,6
Cell2865_2,Path1,6
Cell2866_2,Path4,9
Cell2867_2,Path5,10
Cell2868_2,Path5,10
Cell2869_2,Path1,6
Cell2870_2,Path5,10
Cell2871_2,Path2,7
Cell2872_2,Path2,7
Cell2873_2,Path5,10
Cell2874_2,Path3,8
Cell2875_2,Path3,8
Cell2876_2,Path4,9
Cell2877_2,Path2,7
Cell2878_2,Path4,9
Cell2879_2,Path3,8
Cell2880_2,Path5,10
Cell2881_2,Path4,9
Cell2882_2,Path2,7
Cell2883_2,Path5,10
Cell2884_2,Path1,6
Cell2885_2,Path1,6
Cell2886_2,Path3,8
Cell2887_2,Path3,8
Cell2888_2,Path1,6
Cell2889_2,Path1,6
Cell2890_2,Path3,8
Cell2891_2,Path1,6
Cell2892_2,Path1,6
Cell2893_2,Path1,6
Cell2894_2,Path5,10
Cell2895_2,Path2,7
Cell2896_2,Path5,10
Cell2897_2,Path4,9
Cell2898_2,Path2,7
Cell2899_2,Path5,10
Cell2900_2,Path2,7
Cell2901_2,Path3,8
Cell2902_2,Path4,9
Cell2903_2,Path2,7
Cell2904_2,Path3,8
Cell2905_2,Path3,8
Cell2906_2,Path3,8
Cell2907_2,Path4,9
Cell2908_2,Path4,9
Cell2909_2,Path4,9
Cell2910_2,Path5,10
Cell2911_2,Path3,8
Cell2912_2,Path4,9
Cell2913_2,Path2,7
Cell2914_2,Path2,7
Cell2915_2,Path5,10
Cell2916_2,Path4,9
Cell2917_2,Path1,6
Cell2918_2,Path2,7
Cell2919_2,Path3,8
Cell2920_2,Path4,9
Cell2921_2,Path2,7
Cell2922_2,Path4,9
Cell2923_2,Path4,9
Cell2924_2,Path2,7
Cell2925_2,Path2,7
Cell2926_2,Path4,9
Cell2927_2,Path3,8
Cell2928_2,Path2,7
Cell2929_2,Path4,9
Cell2930_2,Path1,6
Cell2931_2,Path2,7
Cell2932_2,Path5,10
Cell2933_2,Path5,10
Cell2934_2,Path4,9
Cell2935_2,Path2,7
Cell2936_2,Path2,7
Cell2937_2,Path1,6
Cell2938_2,Path1,6
Cell2939_2,Path4,9
Cell2940_2,Path3,8
Cell2941_2,Path2,7
Cell2942_2,Path4,9
Cell2943_2,Path1,6
Cell2944_2,Path1,6
Cell2945_2,Path2,7
Cell2946_2,Path2,7
Cell2947_2,Path1,6
Cell2948_2,Path4,9
Cell2949_2,Path4,9
Cell2950_2,Path5,10
Cell2951_2,Path2,7
Cell2952_2,Path4,9
Cell2953_2,Path1,6
Cell2954_2,Path4,9
Cell2955_2,Path1,6
Cell2956_2,Path1,6
Cell2957_2,Path1,6
Cell2958_2,Path4,9
Cell2959_2,Path3,8
Cell2960_2,Path5,10
Cell2961_2,Path1,6
Cell2962_2,Path2,7
Cell2963_2,Path5,10
Cell2964_2,Path4,9
Cell2965_2,Path2,7
Cell2966_2,Path3,8
Cell2967_2,Path5,10
Cell2968_2,Path4,9
Cell2969_2,Path2,7
Cell2970_2,Path1,6
Cell2971_2,Path4,9
Cell2972_2,Path2,7
Cell2973_2,Path5,10
Cell2974_2,Path4,9
Cell2975_2,Path3,8
Cell2976_2,Path3,8
Cell2977_2,Path5,10
Cell2978_2,Path1,6
Cell2979_2,Path3,8
Cell2980_2,Path5,10
Cell2981_2,Path1,6
Cell2982_2,Path4,9
Cell2983_2,Path4,9
Cell2984_2,Path1,6
Cell2985_2,Path5,10
Cell2986_2,Path4,9
Cell2987_2,Path2,7
Cell2988_2,Path1,6
Cell2989_2,Path5,10
Cell2990_2,Path4,9
Cell2991_2,Path4,9
Cell2992_2,Path5,10
Cell2993_2,Path4,9
Cell2994_2,Path1,6
Cell2995_2,Path4,9
Cell2996_2,Path1,6
Cell2997_2,Path1,6
Cell2998_2,Path5,10
Cell2999_2,Path3,8
Cell3000_2,Path4,9
Cell3001_2,Path2,7
Cell3002_2,Path4,9
Cell3003_2,Path3,8
Cell3004_2,Path1,6
Cell3005_2,Path4,9
Cell3006_2,Path1,6
Cell3007_2,Path2,7
Cell3008_2,Path5,10
Cell3009_2,Path4,9
Cell3010_2,Path1,6
Cell3011_2,Path2,7
Cell3012_2,Path2,7
Cell3013_2,Path2,7
Cell3014_2,Path5,10
Cell3015_2,Path5,10
Cell3016_2,Path3,8
Cell3017_2,Path2,7
Cell3018_2,Path1,6
Cell3019_2,Path4,9
Cell3020_2,Path4,9
Cell3021_2,Path3,8
Cell3022_2,Path1,6
Cell3023_2,Path3,8
Cell3024_2,Path1,6
Cell3025_2,Path3,8
Cell3026_2,Path3,8
Cell3027_2,Path4,9
Cell3028_2,Path3,8
Cell3029_2,Path4,9
Cell3030_2,Path2,7
Cell3031_2,Path3,8
Cell3032_2,Path5,10
Cell3033_2,Path3,8
Cell3034_2,Path5,10
Cell3035_2,Path3,8
Cell3036_2,Path1,6
Cell3037_2,Path5,10
Cell3038_2,Path5,10
Cell3039_2,Path3,8
Cell3040_2,Path5,10
Cell3041_2,Path5,10
Cell3042_2,Path3,8
Cell3043_2,Path3,8
Cell3044_2,Path3,8
Cell3045_2,Path5,10
Cell3046_2,Path4,9
Cell3047_2,Path2,7
Cell3048_2,Path4,9
Cell3049_2,Path3,8
Cell3050_2,Path4,9
Cell3051_2,Path1,6
Cell3052_2,Path5,10
Cell3053_2,Path5,10
Cell3054_2,Path5,10
Cell3055_2,Path5,10
Cell3056_2,Path4,9
Cell3057_2,Path5,10
Cell3058_2,Path3,8
Cell3059_2,Path4,9
Cell3060_2,Path4,9
Cell3061_2,Path1,6
Cell3062_2,Path1,6
Cell3063_2,Path1,6
Cell3064_2,Path3,8
Cell3065_2,Path5,10
Cell3066_2,Path5,10
Cell3067_2,Path3,8
Cell3068_2,Path5,10
Cell3069_2,Path3,8
Cell3070_2,Path5,10
Cell3071_2,Path1,6
Cell3072_2,Path1,6
Cell3073_2,Path3,8
Cell3074_2,Path3,8
Cell3075_2,Path3,8
Cell3076_2,Path4,9
Cell3077_2,Path4,9
Cell3078_2,Path2,7
Cell3079_2,Path5,10
Cell3080_2,Path1,6
Cell3081_2,Path2,7
Cell3082_2,Path5,10
Cell3083_2,Path4,9
Cell3084_2,Path2,7
Cell3085_2,Path2,7
Cell3086_2,Path1,6
Cell3087_2,Path3,8
Cell3088_2,Path5,10
Cell3089_2,Path4,9
Cell3090_2,Path4,9
Cell3091_2,Path3,8
Cell3092_2,Path2,7
Cell3093_2,Path1,6
Cell3094_2,Path2,7
Cell3095_2,Path1,6
Cell3096_2,Path1,6
Cell3097_2,Path3,8
Cell3098_2,Path4,9
Cell3099_2,Path1,6
Cell3100_2,Path2,7
Cell3101_2,Path4,9
Cell3102_2,Path3,8
Cell3103_2,Path1,6
Cell3104_2,Path2,7
Cell3105_2,Path4,9
Cell3106_2,Path1,6
Cell3107_2,Path3,8
Cell3108_2,Path4,9
Cell3109_2,Path2,7
Cell3110_2,Path3,8
Cell3111_2,Path1,6
Cell3112_2,Path1,6
Cell3113_2,Path3,8
Cell3114_2,Path1,6
Cell3115_2,Path1,6
Cell3116_2,Path2,7
Cell3117_2,Path2,7
Cell3118_2,Path4,9
Cell3119_2,Path1,6
Cell3120_2,Path4,9
Cell3121_2,Path5,10
Cell3122_2,Path2,7
Cell3123_2,Path2,7
Cell3124_2,Path3,8
Cell3125_2,Path1,6
Cell3126_2,Path2,7
Cell3127_2,Path4,9
Cell3128_2,Path1,6
Cell3129_2,Path5,10
Cell3130_2,Path2,7
Cell3131_2,Path5,10
Cell3132_2,Path5,10
Cell3133_2,Path3,8
Cell3134_2,Path5,10
Cell3135_2,Path2,7
Cell3136_2,Path2,7
Cell3137_2,Path2,7
Cell3138_2,Path4,9
Cell3139_2,Path4,9
Cell3140_2,Path3,8
Cell3141_2,Path3,8
Cell3142_2,Path4,9
Cell3143_2,Path4,9
Cell3144_2,Path5,10
Cell3145_2,Path4,9
Cell3146_2,Path5,10
Cell3147_2,Path4,9
Cell3148_2,Path4,9
Cell3149_2,Path3,8
Cell3150_2,Path3,8
Cell3151_2,Path4,9
Cell3152_2,Path2,7
Cell3153_2,Path3,8
Cell3154_2,Path5,10
Cell3155_2,Path5,10
Cell3156_2,Path5,10
Cell3157_2,Path5,10
Cell3158_2,Path2,7
Cell3159_2,Path1,6
Cell3160_2,Path3,8
Cell3161_2,Path3,8
Cell3162_2,Path5,10
Cell3163_2,Path2,7
Cell3164_2,Path4,9
Cell3165_2,Path4,9
Cell3166_2,Path3,8
Cell3167_2,Path3,8
Cell3168_2,Path2,7
Cell3169_2,Path1,6
Cell3170_2,Path1,6
Cell3171_2,Path2,7
Cell3172_2,Path2,7
Cell3173_2,Path3,8
Cell3174_2,Path5,10
Cell3175_2,Path2,7
Cell3176_2,Path1,6
Cell3177_2,Path1,6
Cell3178_2,Path5,10
Cell3179_2,Path1,6
Cell3180_2,Path1,6
Cell3181_2,Path3,8
Cell3182_2,Path1,6
Cell3183_2,Path4,9
Cell3184_2,Path3,8
Cell3185_2,Path5,10
Cell3186_2,Path2,7
Cell3187_2,Path4,9
Cell3188_2,Path5,10
Cell3189_2,Path5,10
Cell3190_2,Path5,10
Cell3191_2,Path5,10
Cell3192_2,Path1,6
Cell3193_2,Path4,9
Cell3194_2,Path3,8
Cell3195_2,Path2,7
Cell3196_2,Path2,7
Cell3197_2,Path1,6
Cell3198_2,Path1,6
Cell3199_2,Path2,7
Cell3200_2,Path3,8
Cell3201_2,Path2,7
Cell3202_2,Path5,10
Cell3203_2,Path2,7
Cell3204_2,Path2,7
Cell3205_2,Path3,8
Cell3206_2,Path2,7
Cell3207_2,Path1,6
Cell3208_2,Path4,9
Cell3209_2,Path3,8
Cell3210_2,Path2,7
Cell3211_2,Path2,7
Cell3212_2,Path4,9
Cell3213_2,Path5,10
Cell3214_2,Path5,10
Cell3215_2,Path5,10
Cell3216_2,Path1,6
Cell3217_2,Path1,6
Cell3218_2,Path4,9
Cell3219_2,Path3,8
Cell3220_2,Path2,7
Cell3221_2,Path5,10
Cell3222_2,Path3,8
Cell3223_2,Path5,10
Cell3224_2,Path5,10
Cell3225_2,Path5,10
Cell3226_2,Path5,10
Cell3227_2,Path5,10
Cell3228_2,Path1,6
Cell3229_2,Path5,10
Cell3230_2,Path4,9
Cell3231_2,Path2,7
Cell3232_2,Path4,9
Cell3233_2,Path4,9
Cell3234_2,Path1,6
Cell3235_2,Path5,10
Cell3236_2,Path3,8
Cell3237_2,Path5,10
Cell3238_2,Path5,10
Cell3239_2,Path3,8
Cell3240_2,Path4,9
Cell3241_2,Path2,7
Cell3242_2,Path5,10
Cell3243_2,Path3,8
Cell3244_2,Path1,6
Cell3245_2,Path5,10
Cell3246_2,Path2,7
Cell3247_2,Path1,6
Cell3248_2,Path3,8
Cell3249_2,Path2,7
Cell3250_2,Path1,6
Cell3251_2,Path4,9
Cell3252_2,Path1,6
Cell3253_2,Path5,10
Cell3254_2,Path4,9
Cell3255_2,Path4,9
Cell3256_2,Path1,6
Cell3257_2,Path2,7
Cell3258_2,Path1,6
Cell3259_2,Path5,10
Cell3260_2,Path5,10
Cell3261_2,Path1,6
Cell3262_2,Path2,7
Cell3263_2,Path5,10
Cell3264_2,Path5,10
Cell3265_2,Path5,10
Cell3266_2,Path2,7
Cell3267_2,Path1,6
Cell3268_2,Path1,6
Cell3269_2,Path4,9
Cell3270_2,Path4,9
Cell3271_2,Path2,7
Cell3272_2,Path1,6
Cell3273_2,Path4,9
Cell3274_2,Path5,10
Cell3275_2,Path3,8
Cell3276_2,Path3,8
Cell3277_2,Path1,6
Cell3278_2,Path2,7
Cell3279_2,Path4,9
Cell3280_2,Path5,10
Cell3281_2,Path4,9
Cell3282_2,Path3,8
Cell3283_2,Path4,9
Cell3284_2,Path4,9
Cell3285_2,Path5,10
Cell3286_2,Path5,10
Cell3287_2,Path1,6
Cell3288_2,Path1,6
Cell3289_2,Path5,10
Cell3290_2,Path1,6
Cell3291_2,Path1,6
Cell3292_2,Path4,9
Cell3293_2,Path4,9
Cell3294_2,Path4,9
Cell3295_2,Path4,9
Cell3296_2,Path4,9
Cell3297_2,Path2,7
Cell3298_2,Path2,7
Cell3299_2,Path1,6
Cell3300_2,Path2,7
Cell3301_2,Path3,8
Cell3302_2,Path4,9
Cell3303_2,Path3,8
Cell3304_2,Path1,6
Cell3305_2,Path2,7
Cell3306_2,Path5,10
Cell3307_2,Path1,6
Cell3308_2,Path1,6
Cell3309_2,Path5,10
Cell3310_2,Path1,6
Cell3311_2,Path4,9
Cell3312_2,Path1,6
Cell3313_2,Path1,6
Cell3314_2,Path2,7
Cell3315_2,Path5,10
Cell3316_2,Path3,8
Cell3317_2,Path5,10
Cell3318_2,Path4,9
Cell3319_2,Path3,8
Cell3320_2,Path2,7
Cell3321_2,Path2,7
Cell3322_2,Path3,8
Cell3323_2,Path4,9
Cell3324_2,Path4,9
Cell3325_2,Path4,9
Cell3326_2,Path4,9
Cell3327_2,Path2,7
Cell3328_2,Path1,6
Cell3329_2,Path3,8
Cell3330_2,Path4,9
Cell3331_2,Path2,7
Cell3332_2,Path3,8
Cell3333_2,Path4,9
Cell3334_2,Path5,10
Cell3335_2,Path2,7
Cell3336_2,Path5,10
Cell3337_2,Path3,8
Cell3338_2,Path2,7
Cell3339_2,Path5,10
Cell3340_2,Path5,10
Cell3341_2,Path2,7
Cell3342_2,Path4,9
Cell3343_2,Path3,8
Cell3344_2,Path2,7
Cell3345_2,Path3,8
Cell3346_2,Path4,9
Cell3347_2,Path3,8
Cell3348_2,Path3,8
Cell3349_2,Path5,10
Cell3350_2,Path5,10
Cell3351_2,Path1,6
Cell3352_2,Path2,7
Cell3353_2,Path4,9
Cell3354_2,Path5,10
Cell3355_2,Path3,8
Cell3356_2,Path1,6
Cell3357_2,Path4,9
Cell3358_2,Path1,6
Cell3359_2,Path3,8
Cell3360_2,Path3,8
Cell3361_2,Path4,9
Cell3362_2,Path2,7
Cell3363_2,Path1,6
Cell3364_2,Path3,8
Cell3365_2,Path5,10
Cell3366_2,Path2,7
Cell3367_2,Path3,8
Cell3368_2,Path5,10
Cell3369_2,Path1,6
Cell3370_2,Path5,10
Cell3371_2,Path5,10
Cell3372_2,Path5,10
Cell3373_2,Path3,8
Cell3374_2,Path5,10
Cell3375_2,Path5,10
Cell3376_2,Path2,7
Cell3377_2,Path5,10
Cell3378_2,Path4,9
Cell3379_2,Path1,6
Cell3380_2,Path1,6
Cell3381_2,Path4,9
Cell3382_2,Path3,8
Cell3383_2,Path2,7
Cell3384_2,Path1,6
Cell3385_2,Path1,6
Cell3386_2,Path4,9
Cell3387_2,Path5,10
Cell3388_2,Path3,8
Cell3389_2,Path5,10
Cell3390_2,Path1,6
Cell3391_2,Path2,7
Cell3392_2,Path4,9
Cell3393_2,Path4,9
Cell3394_2,Path3,8
Cell3395_2,Path4,9
Cell3396_2,Path2,7
Cell3397_2,Path2,7
Cell3398_2,Path1,6
Cell3399_2,Path5,10
Cell3400_2,Path4,9
Cell3401_2,Path1,6
Cell3402_2,Path3,8
Cell3403_2,Path3,8
Cell3404_2,Path3,8
Cell3405_2,Path4,9
Cell3406_2,Path5,10
Cell3407_2,Path2,7
Cell3408_2,Path4,9
Cell3409_2,Path3,8
Cell3410_2,Path5,10
Cell3411_2,Path5,10
Cell3412_2,Path3,8
Cell3413_2,Path3,8
Cell3414_2,Path5,10
Cell3415_2,Path2,7
Cell3416_2,Path3,8
Cell3417_2,Path2,7
Cell3418_2,Path4,9
Cell3419_2,Path1,6
Cell3420_2,Path4,9
Cell3421_2,Path1,6
Cell3422_2,Path3,8
Cell3423_2,Path2,7
Cell3424_2,Path5,10
Cell3425_2,Path2,7
Cell3426_2,Path5,10
Cell3427_2,Path3,8
Cell3428_2,Path1,6
Cell3429_2,Path1,6
Cell3430_2,Path1,6
Cell3431_2,Path5,10
Cell3432_2,Path4,9
Cell3433_2,Path1,6
Cell3434_2,Path2,7
Cell3435_2,Path5,10
Cell3436_2,Path4,9
Cell3437_2,Path3,8
Cell3438_2,Path4,9
Cell3439_2,Path2,7
Cell3440_2,Path2,7
Cell3441_2,Path1,6
Cell3442_2,Path2,7
